City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Kayes,14.0,-11.0,104.36,11,79,14.09,ML,2022-04-17 18:18:36
296,Port-Cartier,50.0334,-66.8654,36.75,80,98,3.76,CA,2022-04-17 18:18:37
297,Lincoln,40.8,-96.667,44.51,57,75,19.57,US,2022-04-17 18:18:37
298,Clyde River,70.4692,-68.5914,-9.17,84,75,11.5,CA,2022-04-17 18:18:37
299,Banjar,-8.19,114.9675,78.37,90,100,3.11,ID,2022-04-17 18:18:38
300,Hami,42.8,93.45,56.28,17,0,7.63,CN,2022-04-17 18:18:38
301,Trairi,-3.2778,-39.2689,83.86,72,83,7.61,BR,2022-04-17 18:18:39
302,Imbituba,-28.24,-48.6703,73.85,62,77,7.65,BR,2022-04-17 18:18:39
303,Cabo San Lucas,22.8909,-109.9124,94.3,23,40,5.75,MX,2022-04-17 18:18:04
304,Sitangkai,4.6628,119.3928,82.85,74,91,9.8,PH,2022-04-17 18:18:39
305,La Romana,18.4273,-68.9728,86.36,58,40,13.8,DO,2022-04-17 18:18:40
306,Cuddapah,14.4667,78.8167,86.92,54,83,4.54,IN,2022-04-17 18:18:40
307,Waipawa,-41.4122,175.5153,48.7,79,73,6.35,NZ,2022-04-17 18:18:41
308,Lowestoft,52.4752,1.7516,55.08,68,68,9.82,GB,2022-04-17 18:18:41
309,Powell River,49.8496,-124.5361,49.64,66,20,17.27,CA,2022-04-17 18:18:41
310,Petropavlovsk-Kamchatskiy,53.0452,158.6483,19.99,86,0,2.24,RU,2022-04-17 18:18:42
311,Puerto Quijarro,-17.7833,-57.7667,93.56,28,0,5.26,BO,2022-04-17 18:18:42
312,Pangai,-19.8,-174.35,78.91,78,20,8.05,TO,2022-04-17 18:18:42
313,Karratha,-20.7377,116.8463,84.72,43,20,3.18,AU,2022-04-17 18:18:43
314,Quatre Cocos,-20.2078,57.7625,77.11,88,46,14.9,MU,2022-04-17 18:18:43
315,Cabedelo,-6.9811,-34.8339,86.67,75,73,9.71,BR,2022-04-17 18:19:43
316,Victoria Falls,-17.9235,25.843,67.33,90,34,5.08,ZW,2022-04-17 18:19:44
317,Grindavik,63.8424,-22.4338,45.07,65,75,8.05,IS,2022-04-17 18:19:44
318,Isangel,-19.55,169.2667,78.96,83,100,2.26,VU,2022-04-17 18:16:42
319,Ampanihy,-24.7,44.75,73.44,84,79,13.58,MG,2022-04-17 18:19:44
320,Guarapari,-20.6667,-40.4975,77.9,61,0,12.84,BR,2022-04-17 18:19:45
321,Tucuman,-26.8241,-65.2226,75.2,50,20,4.61,AR,2022-04-17 18:19:45
322,Rafraf,37.1904,10.1837,55.72,68,51,18.57,TN,2022-04-17 18:19:45
323,Honningsvag,70.9821,25.9704,40.75,93,100,25.32,NO,2022-04-17 18:16:51
324,Arona,28.0996,-16.681,77.7,40,80,3.0,ES,2022-04-17 18:19:46
325,Berlevag,70.8578,29.0864,41.0,97,100,11.59,NO,2022-04-17 18:19:46
326,Teya,60.3778,92.6267,33.04,92,100,9.17,RU,2022-04-17 18:19:47
327,Saint-Augustin,51.226,-58.6502,36.41,100,100,15.93,CA,2022-04-17 18:19:47
328,Jalu,29.0331,21.5482,74.37,37,24,18.14,LY,2022-04-17 18:19:48
329,Vite,17.2833,74.55,79.48,55,20,12.26,IN,2022-04-17 18:19:48
330,Barrow,71.2906,-156.7887,-5.78,84,0,8.05,US,2022-04-17 18:19:48
331,Chatellerault,46.8,0.5333,65.12,52,94,4.68,FR,2022-04-17 18:19:48
332,Kaeo,-35.1,173.7833,65.32,97,100,17.2,NZ,2022-04-17 18:19:49
333,Angra Dos Reis,-23.0067,-44.3181,72.55,71,25,3.78,BR,2022-04-17 18:19:17
334,Flinders,-34.5833,150.8552,63.37,85,69,7.0,AU,2022-04-17 18:19:49
335,Ondjiva,-17.0667,15.7333,74.17,64,79,5.21,AO,2022-04-17 18:19:49
336,Troitskoye,52.9821,84.6757,52.68,48,100,7.02,RU,2022-04-17 18:19:50
337,Aktau,43.65,51.2,50.58,67,0,6.78,KZ,2022-04-17 18:19:50
338,Santa Ines,-3.6667,-45.38,84.0,83,86,3.62,BR,2022-04-17 18:19:50
339,Maniitsoq,65.4167,-52.9,26.31,71,99,3.87,GL,2022-04-17 18:19:51
340,Galesong,-5.3166,119.3661,77.02,85,100,6.2,ID,2022-04-17 18:19:51
341,Praia Da Vitoria,38.7333,-27.0667,64.65,72,20,13.85,PT,2022-04-17 18:19:52
342,Carutapera,-1.195,-46.02,83.39,74,71,5.93,BR,2022-04-17 18:19:52
343,Sarakhs,36.5449,61.1577,55.54,76,98,6.91,IR,2022-04-17 18:19:52
344,Parintins,-2.6283,-56.7358,83.32,78,100,2.17,BR,2022-04-17 18:19:53
345,Guarda,40.5373,-7.2658,68.9,56,98,5.7,PT,2022-04-17 18:19:53
346,Northam,51.0333,-4.2167,54.25,90,100,7.36,GB,2022-04-17 18:19:53
347,Sept-Iles,50.2001,-66.3821,37.06,84,100,4.61,CA,2022-04-17 18:19:54
348,Chicama,-7.8447,-79.1469,64.94,62,31,11.56,PE,2022-04-17 18:19:09
349,Olinda,-8.0089,-34.8553,85.73,66,20,10.36,BR,2022-04-17 18:19:54
350,Saint-Philippe,-21.3585,55.7679,76.59,89,38,12.46,RE,2022-04-17 18:19:54
351,Anchorage,61.2181,-149.9003,39.69,72,100,4.61,US,2022-04-17 18:15:16
352,Bratsk,56.1325,101.6142,52.29,85,100,8.66,RU,2022-04-17 18:15:12
353,Roma,43.2128,-75.4557,44.38,61,75,25.01,US,2022-04-17 18:19:04
354,Mayo,38.8876,-76.5119,57.31,39,0,16.11,US,2022-04-17 18:19:55
355,General Pico,-35.6566,-63.7568,73.71,34,4,9.19,AR,2022-04-17 18:19:56
356,Fugen,47.35,11.85,50.32,75,35,3.49,AT,2022-04-17 18:19:56
357,Yar-Sale,66.8333,70.8333,13.06,94,86,7.76,RU,2022-04-17 18:19:57
358,Kieta,-6.2167,155.6333,78.55,85,99,3.36,PG,2022-04-17 18:19:57
359,Walvis Bay,-22.9575,14.5053,59.95,77,16,4.61,NA,2022-04-17 18:19:57
360,Barra Do Garcas,-15.89,-52.2567,90.18,23,0,2.3,BR,2022-04-17 18:19:58
361,Kamennogorsk,60.9545,29.1339,37.53,90,97,4.65,RU,2022-04-17 18:20:58
362,Calafell,41.2,1.5683,69.42,60,13,3.31,ES,2022-04-17 18:20:58
363,Ketchikan,55.3422,-131.6461,46.38,61,20,11.5,US,2022-04-17 18:17:35
364,Montrose,38.4166,-108.2673,51.21,31,3,12.62,US,2022-04-17 18:17:53
365,Goure,13.9835,10.2704,91.65,15,70,6.82,NE,2022-04-17 18:17:59
366,Srisailam,16.0833,78.8667,82.71,63,78,7.52,IN,2022-04-17 18:20:59
367,Kyaukse,21.6,96.1333,88.48,33,11,4.5,MM,2022-04-17 18:21:00
368,Surt,31.2089,16.5887,62.33,78,0,15.99,LY,2022-04-17 18:21:00
369,Verona,45.4167,11.0333,58.39,33,0,5.75,IT,2022-04-17 18:21:00
370,Mahajanga,-15.7167,46.3167,78.82,83,20,3.44,MG,2022-04-17 18:21:01
371,Saldanha,-33.0117,17.9442,62.65,82,1,13.2,ZA,2022-04-17 18:21:01
372,Toora-Khem,52.4675,96.11,37.29,90,30,3.4,RU,2022-04-17 18:21:01
373,Acari,-15.4311,-74.6158,79.14,49,52,11.03,PE,2022-04-17 18:21:02
374,Port Lincoln,-34.7333,135.8667,61.3,75,100,10.69,AU,2022-04-17 18:21:02
375,Berdigestyakh,62.0989,126.6992,20.14,88,67,8.12,RU,2022-04-17 18:21:03
376,North Bend,43.4065,-124.2243,51.24,82,0,5.75,US,2022-04-17 18:21:03
377,Eyl,7.9803,49.8164,83.26,78,12,10.2,SO,2022-04-17 18:21:03
378,Ribas Do Rio Pardo,-20.4431,-53.7592,80.76,36,2,5.26,BR,2022-04-17 18:21:04
379,Mora,11.0461,14.1401,92.91,33,74,2.01,CM,2022-04-17 18:21:04
380,Voi,-3.3945,38.563,74.01,85,97,8.9,KE,2022-04-17 18:21:04
381,Coihaique,-45.5752,-72.0662,56.01,71,0,3.44,CL,2022-04-17 18:21:05
382,Broome,42.2506,-75.833,43.02,55,100,13.8,US,2022-04-17 18:21:05
383,Shenjiamen,29.9576,122.298,56.08,69,100,4.52,CN,2022-04-17 18:21:06
384,Puerto Ayacucho,5.6639,-67.6236,84.96,68,72,4.97,VE,2022-04-17 18:21:06
385,Kangaatsiaq,68.3065,-53.4641,15.15,80,99,6.44,GL,2022-04-17 18:21:07
386,Ilebo,-4.3167,20.5833,76.86,82,77,1.7,CD,2022-04-17 18:21:07
387,Rorvik,64.8621,11.2373,53.71,50,0,2.3,NO,2022-04-17 18:21:07
388,Gat,31.61,34.7642,86.68,22,1,14.43,IL,2022-04-17 18:21:08
389,Arman,59.7,150.1667,19.02,81,100,5.82,RU,2022-04-17 18:21:08
390,Ilulissat,69.2167,-51.1,19.42,63,75,5.75,GL,2022-04-17 18:21:08
391,Delta Del Tigre,-34.7633,-56.3853,71.2,54,100,6.91,UY,2022-04-17 18:21:09
392,Taoudenni,22.6783,-3.9836,87.03,17,0,15.37,ML,2022-04-17 18:21:09
393,Buala,-8.145,159.5921,79.48,81,98,6.8,SB,2022-04-17 18:21:09
394,Tual,-5.6667,132.75,83.3,76,100,10.13,ID,2022-04-17 18:21:10
395,Dongsheng,39.8161,109.9776,37.27,83,99,13.67,CN,2022-04-17 18:21:10
396,Sibolga,1.7427,98.7792,78.08,88,99,3.42,ID,2022-04-17 18:21:10
397,Novosokolniki,56.3463,30.1578,34.74,75,81,5.41,RU,2022-04-17 18:21:11
398,Prince Rupert,54.3161,-130.3201,44.69,57,0,6.91,CA,2022-04-17 18:21:11
399,Soroca,48.1558,28.2975,38.41,56,63,8.63,MD,2022-04-17 18:21:12
400,Zhigansk,66.7697,123.3711,26.28,84,100,30.33,RU,2022-04-17 18:21:12
401,Shalinskoye,55.7228,93.7594,49.03,68,99,9.75,RU,2022-04-17 18:21:13
402,Redcliffe,-27.2307,153.0973,65.43,88,0,8.05,AU,2022-04-17 18:21:13
403,Ust-Tsilma,65.441,52.1498,32.9,96,94,6.46,RU,2022-04-17 18:21:13
404,Banda Aceh,5.5577,95.3222,79.79,78,68,5.06,ID,2022-04-17 18:21:14
405,Baghdad,33.3406,44.4009,75.11,17,75,6.91,IQ,2022-04-17 18:21:14
406,Vagur,61.4732,-6.8119,47.12,93,100,11.48,FO,2022-04-17 18:21:14
407,Kologriv,58.8275,44.3178,26.51,91,21,0.43,RU,2022-04-17 18:22:15
408,Lexington,37.9887,-84.4777,56.34,47,0,13.8,US,2022-04-17 18:19:27
409,Bantou,26.2151,117.4893,58.53,92,100,1.81,CN,2022-04-17 18:22:15
410,Andilamena,-17.0167,48.5833,65.5,93,36,8.9,MG,2022-04-17 18:22:16
411,Aleysk,52.4926,82.7822,56.66,40,100,6.82,RU,2022-04-17 18:22:16
412,Terney,45.0503,136.6092,37.92,64,94,6.38,RU,2022-04-17 18:22:16
413,Huittinen,61.1833,22.7,38.64,94,48,3.0,FI,2022-04-17 18:22:17
414,San Ramon,37.7799,-121.978,62.82,61,0,5.99,US,2022-04-17 18:22:17
415,Tokur,53.1333,132.9,7.75,100,91,1.7,RU,2022-04-17 18:22:17
416,Talavera,15.6167,120.9333,74.89,84,18,2.64,PH,2022-04-17 18:22:18
417,Ratnagiri,16.9833,73.3,81.81,69,0,3.6,IN,2022-04-17 18:22:18
418,Moerai,-22.4333,-151.3333,78.94,71,44,2.73,PF,2022-04-17 18:22:18
419,Villa Maria,-32.4075,-63.2402,75.25,32,4,8.28,AR,2022-04-17 18:20:20
420,Ahar,38.4774,47.0699,47.93,56,2,4.29,IR,2022-04-17 18:22:19
421,Xining,36.6167,101.7667,37.96,42,89,8.84,CN,2022-04-17 18:22:19
422,Plover,44.4564,-89.544,43.09,43,0,9.22,US,2022-04-17 18:22:20
423,Noumea,-22.2763,166.4572,75.99,99,22,4.88,NC,2022-04-17 18:22:20
424,Seidu,9.0167,-10.6,89.62,35,96,8.55,SL,2022-04-17 18:22:20
425,Quebo,11.3333,-14.9333,88.23,34,67,13.47,GW,2022-04-17 18:22:21
426,Praya,14.9215,-23.5087,77.54,61,20,17.27,CV,2022-04-17 18:22:21
427,Wamba,8.9333,8.6,80.65,64,90,6.26,NG,2022-04-17 18:22:21
428,Vurnary,55.4904,46.9648,31.69,98,100,11.36,RU,2022-04-17 18:22:22
429,Lyuban,52.7985,28.0048,38.03,56,95,5.93,BY,2022-04-17 18:22:22
430,Terrace,54.5163,-128.6035,44.51,42,0,4.61,CA,2022-04-17 18:22:22
431,Ixtapa,20.7,-105.2,81.63,39,40,9.22,MX,2022-04-17 18:22:22
432,Khoy,38.5504,44.9535,55.99,34,1,2.01,IR,2022-04-17 18:22:23
433,Gallipoli,40.4103,26.6708,49.86,90,100,21.25,TR,2022-04-17 18:22:23
434,Mzimba,-11.9,33.6,61.93,93,23,5.66,MW,2022-04-17 18:22:23
435,Faanui,-16.4833,-151.75,81.61,69,11,11.95,PF,2022-04-17 18:22:24
436,Sebrovo,50.0981,43.2976,58.75,62,100,6.78,RU,2022-04-17 18:22:24
437,Temiscaming,46.7212,-79.0971,36.95,64,86,5.75,CA,2022-04-17 18:22:24
438,Husavik,66.0449,-17.3389,40.71,97,99,3.31,IS,2022-04-17 18:22:25
439,San Andres,12.5847,-81.7006,84.22,74,20,8.05,CO,2022-04-17 18:19:13
440,Jingcheng,32.0142,120.2625,57.0,56,100,4.14,CN,2022-04-17 18:22:25
441,Ler,8.3018,30.1418,89.83,34,27,5.21,SS,2022-04-17 18:22:25
442,Mao,39.8885,4.2658,61.36,59,0,8.05,ES,2022-04-17 18:22:26
443,San Jose De Guanipa,8.8872,-64.1651,88.25,46,99,13.6,VE,2022-04-17 18:22:26
444,Huarmey,-10.0681,-78.1522,72.81,71,20,11.65,PE,2022-04-17 18:22:26
445,Kilindoni,-7.9139,39.6668,81.81,80,10,13.2,TZ,2022-04-17 18:22:27
446,Pita,10.8333,-12.5833,99.01,18,57,3.51,GN,2022-04-17 18:22:27
447,Behbahan,30.5959,50.2417,72.25,12,0,7.7,IR,2022-04-17 18:22:27
448,Roald,62.5833,6.1333,58.12,71,40,3.44,NO,2022-04-17 18:22:27
449,Edson,53.5835,-116.4356,33.94,55,75,3.44,CA,2022-04-17 18:22:28
450,Tuatapere,-46.1333,167.6833,44.28,92,2,4.32,NZ,2022-04-17 18:22:28
451,Beloha,-25.1667,45.05,73.9,84,79,13.65,MG,2022-04-17 18:22:28
452,Hearst,49.6835,-83.6665,32.25,69,100,3.8,CA,2022-04-17 18:22:29
453,Freeport,40.6576,-73.5832,53.01,35,40,21.85,US,2022-04-17 18:23:29
454,Orange,33.7,-117.7675,75.24,62,20,4.61,US,2022-04-17 18:23:29
455,Waddan,29.1614,16.139,69.4,34,2,8.79,LY,2022-04-17 18:23:30
456,Zyryanskoye,56.8306,86.6258,43.66,93,39,6.49,RU,2022-04-17 18:23:30
457,Whitehorse,60.7161,-135.0538,24.1,67,75,2.3,CA,2022-04-17 18:19:05
458,Tikhvin,59.6451,33.5294,31.21,94,82,0.27,RU,2022-04-17 18:23:30
459,Luganville,-15.5333,167.1667,78.24,85,68,3.83,VU,2022-04-17 18:23:31
460,Yulara,-25.2406,130.9889,62.44,48,1,5.75,AU,2022-04-17 18:23:31
461,Ahuimanu,21.4447,-157.8378,78.51,75,20,12.66,US,2022-04-17 18:23:31
462,Verkhoyansk,67.5447,133.385,-5.26,99,39,1.81,RU,2022-04-17 18:23:32
463,Pingliang,35.5392,106.6861,43.32,45,16,15.3,CN,2022-04-17 18:23:32
464,Luderitz,-26.6481,15.1594,65.44,65,0,10.16,NA,2022-04-17 18:23:32
465,Cheremushskiy,61.2731,47.2636,31.01,92,98,4.97,RU,2022-04-17 18:23:33
466,Daru,-9.0763,143.2092,78.73,84,95,3.96,PG,2022-04-17 18:19:11
467,Temir,49.1414,57.13,53.83,58,80,3.22,KZ,2022-04-17 18:23:33
468,Lishui,28.4604,119.9103,57.06,81,100,1.39,CN,2022-04-17 18:23:33
469,Ola,59.5833,151.2833,19.15,76,100,6.2,RU,2022-04-17 18:23:34
470,Christchurch,-43.5333,172.6333,54.91,83,76,8.05,NZ,2022-04-17 18:22:24
471,Shingu,33.7333,135.9833,58.55,89,98,6.46,JP,2022-04-17 18:23:34
472,Kainantu,-6.2887,145.8655,59.86,97,93,2.13,PG,2022-04-17 18:23:34
473,Flin Flon,54.7682,-101.865,30.04,31,40,4.61,CA,2022-04-17 18:23:35
474,Kokopo,-4.352,152.2633,77.4,86,99,3.67,PG,2022-04-17 18:23:35
475,Iqaluit,63.7506,-68.5145,-2.31,64,40,19.57,CA,2022-04-17 18:23:35
476,Centralia,46.7162,-122.9543,52.07,62,0,6.91,US,2022-04-17 18:23:36
477,Phulabani,20.4667,84.2333,83.73,21,35,5.44,IN,2022-04-17 18:23:36
478,Sur,22.5667,59.5289,87.8,46,40,11.05,OM,2022-04-17 18:23:36
479,Sao Joao Da Barra,-21.6403,-41.0511,80.69,63,2,15.64,BR,2022-04-17 18:19:19
480,Inhambane,-23.865,35.3833,73.35,91,100,7.83,MZ,2022-04-17 18:23:37
481,Sao Desiderio,-12.3633,-44.9733,79.93,77,97,3.13,BR,2022-04-17 18:23:37
482,Haverfordwest,51.8017,-4.9691,51.39,90,100,7.0,GB,2022-04-17 18:23:37
483,Haines Junction,60.7522,-137.5108,28.35,40,97,2.3,CA,2022-04-17 18:23:38
484,Papenburg,53.0667,7.4,57.2,41,6,8.05,DE,2022-04-17 18:23:38
485,Waingapu,-9.6567,120.2641,79.27,86,98,3.67,ID,2022-04-17 18:23:38
486,Zapolyarnyy,69.4154,30.8136,38.48,99,100,4.65,RU,2022-04-17 18:23:39
487,Red Bluff,40.1785,-122.2358,65.86,44,0,3.44,US,2022-04-17 18:21:55
488,Thap Khlo,16.16,100.5966,84.94,61,66,6.67,TH,2022-04-17 18:23:39
489,Shelburne,44.0787,-80.2041,40.12,47,71,11.83,CA,2022-04-17 18:23:39
490,Cape Coast,5.1053,-1.2466,81.59,81,100,17.16,GH,2022-04-17 18:23:40
491,Port Arthur,38.8,121.2667,62.82,61,100,8.63,CN,2022-04-17 18:23:40
492,Novo Aripuana,-5.1206,-60.3797,80.85,81,98,2.28,BR,2022-04-17 18:23:40
493,Richards Bay,-28.783,32.0377,64.44,92,100,3.49,ZA,2022-04-17 18:23:41
494,Mersing,2.4312,103.8405,78.71,94,20,4.61,MY,2022-04-17 18:23:41
495,Kapoeta,4.7717,33.5903,84.11,47,69,6.51,SS,2022-04-17 18:23:41
496,Natal,-5.795,-35.2094,86.65,74,40,14.97,BR,2022-04-17 18:22:25
497,Tura,25.5198,90.2201,71.46,76,1,7.83,IN,2022-04-17 18:23:42
498,Isiro,2.7739,27.616,71.65,79,100,1.54,CD,2022-04-17 18:23:42
499,Liepaja,56.5419,21.0367,40.98,60,0,5.75,LV,2022-04-17 18:23:42
500,Jaisalmer,26.9147,70.9181,90.39,28,12,23.02,IN,2022-04-17 18:23:43
501,Nishihara,26.1842,127.7558,64.45,70,0,1.14,JP,2022-04-17 18:24:43
502,Touros,-5.1989,-35.4608,85.32,63,71,10.09,BR,2022-04-17 18:24:43
503,Darlos,46.1833,24.4,40.66,86,79,2.77,RO,2022-04-17 18:24:44
504,Portland,45.5234,-122.6762,54.3,60,75,5.99,US,2022-04-17 18:21:10
505,Bubaque,11.2833,-15.8333,75.81,75,38,20.74,GW,2022-04-17 18:24:44
506,Nchelenge,-9.3451,28.734,71.38,84,38,4.68,ZM,2022-04-17 18:24:45
507,Balkhash,46.844,74.9804,54.7,30,95,7.49,KZ,2022-04-17 18:24:45
508,Spornoye,50.8448,37.2913,46.8,93,100,3.87,RU,2022-04-17 18:24:45
509,Naze,28.3667,129.4833,56.32,61,88,5.32,JP,2022-04-17 18:24:45
510,Trinidad,-14.8333,-64.9,85.98,42,20,13.8,BO,2022-04-17 18:24:46
511,Isla Mujeres,21.2311,-86.731,86.16,65,0,9.08,MX,2022-04-17 18:24:46
512,Tra Vinh,9.9347,106.3453,80.67,77,57,6.8,VN,2022-04-17 18:24:46
513,Abu Dhabi,24.4667,54.3667,84.31,45,0,9.22,AE,2022-04-17 18:22:49
514,Mandvi,22.8333,69.3667,80.15,82,2,11.48,IN,2022-04-17 18:24:47
515,Palauig,15.435,119.9045,79.97,78,26,4.05,PH,2022-04-17 18:24:47
516,Dauphin,51.1494,-100.0502,26.74,59,100,4.61,CA,2022-04-17 18:22:20
517,Gerash,27.6652,54.1371,71.74,10,0,9.17,IR,2022-04-17 18:24:47
518,Stillwater,36.1156,-97.0584,59.61,64,100,11.5,US,2022-04-17 18:22:55
519,Eureka,40.8021,-124.1637,56.68,67,100,5.01,US,2022-04-17 18:24:48
520,Kiruna,67.8557,20.2251,38.32,87,100,0.0,SE,2022-04-17 18:24:48
521,Severo-Yeniseyskiy,60.3725,93.0408,30.29,94,100,10.45,RU,2022-04-17 18:24:48
522,Santa Marta,11.2408,-74.199,87.85,70,75,4.61,CO,2022-04-17 18:23:53
523,Ust-Nera,64.5667,143.2,1.45,100,87,2.57,RU,2022-04-17 18:24:49
524,Iskateley,67.6803,53.1512,32.94,99,98,10.83,RU,2022-04-17 18:24:49
525,Aquiraz,-3.9014,-38.3911,87.89,73,61,7.09,BR,2022-04-17 18:24:50
526,Makakilo City,21.3469,-158.0858,77.32,71,0,12.66,US,2022-04-17 18:24:50
527,San Jose,37.3394,-121.895,63.41,48,20,5.75,US,2022-04-17 18:23:39
528,Nemuro,43.3236,145.575,39.2,89,91,6.93,JP,2022-04-17 18:24:50
529,Yahotyn,50.2798,31.7625,36.07,83,89,7.34,UA,2022-04-17 18:24:51
530,Mount Isa,-20.7333,139.5,62.37,55,0,0.0,AU,2022-04-17 18:24:51
531,Banes,20.9625,-75.7186,83.53,49,93,4.21,CU,2022-04-17 18:24:51
532,Rosetta,31.4044,30.4164,77.0,41,94,5.59,EG,2022-04-17 18:24:52
533,Hovd,48.0056,91.6419,45.0,26,0,3.56,MN,2022-04-17 18:24:52
534,Havre-Saint-Pierre,50.2334,-63.5986,34.16,100,100,14.97,CA,2022-04-17 18:24:52
535,Gorontalo,0.5412,123.0595,73.8,90,98,3.2,ID,2022-04-17 18:24:52
536,Kropotkin,45.4375,40.5756,57.24,67,100,9.26,RU,2022-04-17 18:24:53
537,Ulaanbaatar,47.9077,106.8832,24.93,68,0,4.47,MN,2022-04-17 18:24:53
538,Fereydun Kenar,36.6864,52.5225,54.9,69,100,5.93,IR,2022-04-17 18:24:53
539,Xacmaz,41.4635,48.806,52.56,77,0,10.2,AZ,2022-04-17 18:24:54
540,Nisia Floresta,-6.0911,-35.2086,86.81,68,88,9.51,BR,2022-04-17 18:24:54
541,Teocaltiche,21.4333,-102.5833,87.31,11,82,3.76,MX,2022-04-17 18:24:54
542,Santo Domingo,18.5001,-69.9886,83.88,85,40,5.01,DO,2022-04-17 18:20:00
543,San Cristobal,7.7669,-72.225,69.98,96,100,2.91,VE,2022-04-17 18:24:55
544,Gogaran,40.8926,44.1992,44.44,71,18,0.69,AM,2022-04-17 18:24:55
545,Akonolinga,3.7667,12.25,71.44,94,78,3.71,CM,2022-04-17 18:24:55
546,Lamas,-6.4167,-76.5333,82.87,69,10,2.48,PE,2022-04-17 18:24:56
547,Gazojak,41.1875,61.4036,61.14,42,98,18.59,TM,2022-04-17 18:24:56
548,Klyuchi,52.2667,79.1667,58.75,53,77,6.93,RU,2022-04-17 18:25:56
549,Miri,4.4148,114.0089,77.14,94,20,2.3,MY,2022-04-17 18:25:57
550,Scottsbluff,41.8666,-103.6672,57.43,32,0,18.41,US,2022-04-17 18:25:57
551,Elizabeth City,36.2946,-76.2511,64.06,62,100,18.41,US,2022-04-17 18:25:57
552,Gushikawa,26.3544,127.8686,64.4,81,75,0.0,JP,2022-04-17 18:25:58
553,Rock Sound,24.9,-76.2,76.21,81,66,15.32,BS,2022-04-17 18:25:58
